id_regions	code_country	date	hour_band	call_out_activity
2	593	2013-12-01/06:00:00	6	1.5275
2	593	2013-12-01/07:40:00	7	2.3940
2	593	2013-12-01/08:10:00	8	0.3372
2	593	2013-12-01/10:00:00	10	2.3806
2	593	2013-12-01/12:00:00	12	2.4744
2	593	2013-12-01/13:20:00	13	1.2888
2	593	2013-12-01/15:00:00	15	1.8014
2	599	2013-12-01/14:50:00	14	0.0052
2	599	2013-12-01/15:20:00	15	0.0052
2	880	2013-12-01/01:00:00	1	3.2462
2	880	2013-12-01/02:00:00	2	2.1843
2	880	2013-12-01/03:20:00	3	3.5249
2	880	2013-12-01/04:00:00	4	4.1038
2	880	2013-12-01/05:00:00	5	10.1559
2	880	2013-12-01/06:00:00	6	5.5308
2	880	2013-12-01/07:00:00	7	0.7291
2	880	2013-12-01/08:00:00	8	5.0998
2	880	2013-12-01/09:00:00	9	8.0742
2	880	2013-12-01/10:00:00	10	7.6477
2	880	2013-12-01/11:00:00	11	2.7633
2	880	2013-12-01/12:00:00	12	1.3677
2	880	2013-12-01/13:30:00	13	0.6737
2	880	2013-12-01/14:20:00	14	0.9888
2	964	2013-12-01/08:20:00	8	0.0566
2	965	2013-12-01/13:10:00	13	0.5027
2	966	2013-12-01/03:00:00	3	0.3912
2	966	2013-12-01/06:00:00	6	0.0223
2	972	2013-12-01/11:30:00	11	1.2503
2	972	2013-12-01/15:10:00	15	1.3980
2	972	2013-12-01/16:30:00	16	0.5146
2	994	2013-12-01/11:30:00	11	0.3644
2	994	2013-12-01/12:20:00	12	0.0134
2	994	2013-12-01/13:20:00	13	0.3644
2	995	2013-12-01/03:50:00	3	0.0048
2	1829	2013-12-01/07:40:00	7	0.9599
2	1829	2013-12-01/17:50:00	17	0.1460
2	18093	2013-12-01/16:10:00	16	0.9599
2	18096	2013-12-01/10:20:00	10	0.0889
2	18099	2013-12-01/07:50:00	7	0.9961
3	0	2013-11-30/18:00:00	18	3.1329
3	0	2013-11-30/19:10:00	19	3.6478
3	0	2013-11-30/20:20:00	20	8.2872
3	0	2013-11-30/21:10:00	21	4.5605
3	0	2013-11-30/22:00:00	22	1.5128
3	0	2013-12-01/01:30:00	1	6.5333
3	0	2013-12-01/02:00:00	2	20.4981
3	0	2013-12-01/03:00:00	3	59.4257
3	0	2013-12-01/04:00:00	4	52.2645
3	0	2013-12-01/05:00:00	5	77.1578
3	0	2013-12-01/06:00:00	6	27.6397
3	0	2013-12-01/07:00:00	7	57.8856
3	0	2013-12-01/08:00:00	8	43.6927
3	0	2013-12-01/09:00:00	9	39.6456
3	0	2013-12-01/10:00:00	10	32.8023
3	0	2013-12-01/11:00:00	11	35.9657
3	0	2013-12-01/12:00:00	12	20.3226
3	0	2013-12-01/13:00:00	13	20.5620
3	0	2013-12-01/14:00:00	14	25.4845
3	0	2013-12-01/15:00:00	15	14.8382
3	0	2013-12-01/16:00:00	16	11.2017
3	0	2013-12-01/17:00:00	17	3.6989
3	1	2013-12-01/10:50:00	10	1.0933
3	1	2013-12-01/12:30:00	12	0.2282
3	1	2013-12-01/14:50:00	14	1.0575
3	1	2013-12-01/17:30:00	17	0.8290
3	7	2013-12-01/03:40:00	3	1.3809
3	7	2013-12-01/04:10:00	4	0.0000
3	7	2013-12-01/05:40:00	5	1.5560
3	7	2013-12-01/07:00:00	7	0.0347
3	7	2013-12-01/08:20:00	8	1.0466
3	7	2013-12-01/09:10:00	9	1.3335
3	7	2013-12-01/11:00:00	11	0.3195
3	7	2013-12-01/12:00:00	12	1.5460
3	7	2013-12-01/13:00:00	13	0.7043
3	7	2013-12-01/14:00:00	14	1.1633
3	20	2013-12-01/02:20:00	2	0.0688
3	20	2013-12-01/04:00:00	4	1.5962
3	20	2013-12-01/06:50:00	6	0.6128
3	20	2013-12-01/09:10:00	9	0.6128
3	20	2013-12-01/10:40:00	10	0.6128
3	20	2013-12-01/11:00:00	11	1.5942
3	20	2013-12-01/12:00:00	12	0.1308
3	20	2013-12-01/13:50:00	13	0.6128
3	27	2013-12-01/03:00:00	3	1.1633
3	27	2013-12-01/13:00:00	13	1.1633
3	27	2013-12-01/14:50:00	14	1.1633
3	30	2013-12-01/04:30:00	4	0.5097
3	30	2013-12-01/07:30:00	7	2.0390
3	30	2013-12-01/08:00:00	8	0.2463
3	30	2013-12-01/10:00:00	10	1.0194
3	30	2013-12-01/13:30:00	13	0.8168
3	30	2013-12-01/14:10:00	14	0.0068
3	31	2013-12-01/08:10:00	8	1.3441
3	31	2013-12-01/13:20:00	13	0.4257
3	31	2013-12-01/14:20:00	14	1.3129
3	31	2013-12-01/15:10:00	15	0.0184
3	31	2013-12-01/16:00:00	16	0.4257
3	32	2013-12-01/02:50:00	2	0.1583
3	32	2013-12-01/03:50:00	3	0.1583
3	32	2013-12-01/07:20:00	7	1.6813
3	32	2013-12-01/11:00:00	11	0.0190
3	33	2013-12-01/02:30:00	2	0.0633
3	33	2013-12-01/03:50:00	3	0.0561
3	33	2013-12-01/04:10:00	4	1.5864
3	33	2013-12-01/05:20:00	5	0.7796
3	33	2013-12-01/06:40:00	6	1.4837
3	33	2013-12-01/07:10:00	7	0.4703
3	33	2013-12-01/08:20:00	8	1.3106
3	33	2013-12-01/09:10:00	9	1.8405
3	33	2013-12-01/10:20:00	10	0.6292
3	33	2013-12-01/11:10:00	11	1.0422
3	33	2013-12-01/12:00:00	12	0.9601
3	33	2013-12-01/13:00:00	13	2.8924
3	33	2013-12-01/14:00:00	14	0.4579
3	33	2013-12-01/15:20:00	15	0.1747
3	33	2013-12-01/16:00:00	16	1.7369
3	34	2013-12-01/05:40:00	5	0.0252
3	34	2013-12-01/06:30:00	6	1.2384
3	34	2013-12-01/07:30:00	7	0.7922
3	34	2013-12-01/08:20:00	8	3.2426
3	34	2013-12-01/09:00:00	9	0.0252
3	34	2013-12-01/11:00:00	11	1.2636
3	34	2013-12-01/12:00:00	12	1.1785
3	34	2013-12-01/13:00:00	13	1.3461
3	34	2013-12-01/14:10:00	14	2.2123
3	34	2013-12-01/15:00:00	15	0.7969
3	34	2013-12-01/17:00:00	17	0.3731
3	36	2013-12-01/02:40:00	2	1.7085
3	36	2013-12-01/05:00:00	5	0.1706
3	36	2013-12-01/08:20:00	8	0.2374
3	36	2013-12-01/14:00:00	14	0.3899
3	36	2013-12-01/15:30:00	15	1.0575
3	39	2013-11-30/18:00:00	18	315.1608
3	39	2013-11-30/19:00:00	19	239.2550
3	39	2013-11-30/20:00:00	20	156.3317
3	39	2013-11-30/21:00:00	21	92.7211
3	39	2013-11-30/22:00:00	22	61.3419
3	39	2013-11-30/23:00:00	23	84.7176
3	39	2013-12-01/01:00:00	1	418.1625
3	39	2013-12-01/02:00:00	2	1583.9980
3	39	2013-12-01/03:00:00	3	3262.5250
3	39	2013-12-01/04:00:00	4	4161.7519
3	39	2013-12-01/05:00:00	5	5123.3876
3	39	2013-12-01/06:00:00	6	4149.4531
3	39	2013-12-01/07:00:00	7	3360.4124
3	39	2013-12-01/08:00:00	8	3190.5531
3	39	2013-12-01/09:00:00	9	3176.2076
3	39	2013-12-01/10:00:00	10	3539.7463
3	39	2013-12-01/11:00:00	11	3878.3659
3	39	2013-12-01/12:00:00	12	3355.0919
3	39	2013-12-01/13:00:00	13	2936.9884
3	39	2013-12-01/14:00:00	14	2315.8937
3	39	2013-12-01/15:00:00	15	1285.2793
3	39	2013-12-01/16:00:00	16	614.0398
3	39	2013-12-01/17:00:00	17	247.0838
3	40	2013-11-30/18:00:00	18	2.5051
3	40	2013-11-30/19:20:00	19	0.2316
3	40	2013-11-30/23:30:00	23	0.9690
3	40	2013-12-01/01:00:00	1	15.0991
3	40	2013-12-01/02:00:00	2	28.9314
3	40	2013-12-01/03:00:00	3	44.5346
3	40	2013-12-01/04:00:00	4	33.1513
3	40	2013-12-01/05:00:00	5	54.6768
3	40	2013-12-01/06:00:00	6	68.3197
3	40	2013-12-01/07:00:00	7	39.8237
3	40	2013-12-01/08:00:00	8	47.6611
3	40	2013-12-01/09:00:00	9	41.9891
3	40	2013-12-01/10:00:00	10	36.9066
3	40	2013-12-01/11:00:00	11	62.9760
3	40	2013-12-01/12:00:00	12	48.7045
3	40	2013-12-01/13:00:00	13	46.8603
3	40	2013-12-01/14:00:00	14	35.0990
3	40	2013-12-01/15:00:00	15	5.7153
3	40	2013-12-01/16:00:00	16	9.7526
3	40	2013-12-01/17:10:00	17	2.4676
3	41	2013-12-01/01:50:00	1	0.2099
3	41	2013-12-01/02:00:00	2	1.2557
3	41	2013-12-01/03:30:00	3	4.2556
3	41	2013-12-01/04:00:00	4	6.5037
3	41	2013-12-01/05:00:00	5	2.1053
3	41	2013-12-01/06:00:00	6	0.6796
3	41	2013-12-01/07:00:00	7	5.0869
3	41	2013-12-01/08:00:00	8	1.6105
3	41	2013-12-01/09:00:00	9	0.7593
3	41	2013-12-01/10:00:00	10	2.0680
3	41	2013-12-01/11:00:00	11	1.8321
3	41	2013-12-01/12:20:00	12	0.4388
3	41	2013-12-01/13:20:00	13	1.4538
3	41	2013-12-01/14:00:00	14	0.6741
3	41	2013-12-01/15:10:00	15	0.1644
3	41	2013-12-01/16:00:00	16	0.0855
3	43	2013-12-01/01:30:00	1	0.3225
3	43	2013-12-01/02:10:00	2	0.1663
3	43	2013-12-01/03:00:00	3	0.1617
3	43	2013-12-01/04:00:00	4	5.9384
3	43	2013-12-01/05:00:00	5	4.6107
3	43	2013-12-01/06:00:00	6	4.4383
3	43	2013-12-01/07:00:00	7	0.3934
3	43	2013-12-01/08:00:00	8	0.2641
3	43	2013-12-01/09:00:00	9	3.8238
3	43	2013-12-01/10:00:00	10	4.4853
3	43	2013-12-01/11:00:00	11	4.3790
3	43	2013-12-01/12:00:00	12	11.5620
3	43	2013-12-01/13:00:00	13	7.4798
3	43	2013-12-01/14:00:00	14	6.7643
3	43	2013-12-01/15:10:00	15	3.2760
3	43	2013-12-01/16:10:00	16	2.3479
3	43	2013-12-01/17:20:00	17	0.0047
3	44	2013-12-01/04:20:00	4	1.0689
3	44	2013-12-01/05:40:00	5	0.7043
3	44	2013-12-01/06:30:00	6	0.0410
3	44	2013-12-01/07:20:00	7	0.9138
3	44	2013-12-01/09:50:00	9	0.1383
3	44	2013-12-01/10:00:00	10	0.4009
3	44	2013-12-01/11:30:00	11	0.1383
3	44	2013-12-01/12:20:00	12	0.1383
3	44	2013-12-01/13:00:00	13	0.1383
3	44	2013-12-01/14:40:00	14	1.3080
3	44	2013-12-01/15:00:00	15	4.0092
3	44	2013-12-01/16:20:00	16	3.8871
3	44	2013-12-01/17:00:00	17	3.2190
3	46	2013-11-30/18:30:00	18	0.6792
3	46	2013-11-30/19:00:00	19	1.3586
3	46	2013-12-01/06:30:00	6	1.5460
3	46	2013-12-01/09:00:00	9	0.0733
3	46	2013-12-01/12:20:00	12	1.0194
3	46	2013-12-01/17:40:00	17	1.7612
3	47	2013-12-01/10:00:00	10	0.9536
3	47	2013-12-01/13:30:00	13	0.0235
3	48	2013-12-01/01:40:00	1	0.0250
3	48	2013-12-01/02:30:00	2	0.1486
3	48	2013-12-01/03:10:00	3	2.0067
3	48	2013-12-01/04:00:00	4	2.3436
3	48	2013-12-01/05:00:00	5	4.9839
3	48	2013-12-01/06:10:00	6	4.6010
3	48	2013-12-01/07:00:00	7	3.6154
3	48	2013-12-01/08:00:00	8	6.1428
3	48	2013-12-01/09:00:00	9	9.1262
3	48	2013-12-01/10:00:00	10	5.0964
3	48	2013-12-01/11:10:00	11	5.5574
3	48	2013-12-01/12:00:00	12	7.8007
3	48	2013-12-01/13:20:00	13	1.3301
3	48	2013-12-01/14:00:00	14	7.9140
3	48	2013-12-01/15:00:00	15	4.4568
3	48	2013-12-01/16:20:00	16	0.2128
3	49	2013-11-30/18:20:00	18	0.2099
3	49	2013-12-01/01:40:00	1	0.2053
3	49	2013-12-01/02:30:00	2	3.3901
3	49	2013-12-01/03:00:00	3	4.1608
3	49	2013-12-01/04:00:00	4	1.3799
3	49	2013-12-01/05:10:00	5	2.6997
3	49	2013-12-01/06:00:00	6	2.1756
3	49	2013-12-01/07:10:00	7	1.4604
3	49	2013-12-01/08:00:00	8	4.5686
3	49	2013-12-01/09:10:00	9	6.7361
3	49	2013-12-01/10:00:00	10	4.1977
3	49	2013-12-01/11:00:00	11	5.2313
3	49	2013-12-01/12:00:00	12	4.6641
3	49	2013-12-01/13:00:00	13	2.1647
3	49	2013-12-01/14:00:00	14	5.0349
3	49	2013-12-01/15:00:00	15	8.1030
3	49	2013-12-01/16:10:00	16	1.6122
3	51	2013-11-30/21:10:00	21	1.3330
3	51	2013-12-01/05:00:00	5	0.7883
3	51	2013-12-01/08:20:00	8	0.0580
3	51	2013-12-01/10:40:00	10	0.4257
3	51	2013-12-01/11:30:00	11	0.4257
3	51	2013-12-01/15:30:00	15	1.9544
3	51	2013-12-01/16:30:00	16	0.0078
3	53	2013-12-01/08:30:00	8	0.4438
3	53	2013-12-01/17:20:00	17	1.8672
3	55	2013-11-30/19:10:00	19	0.7246
3	55	2013-12-01/04:00:00	4	0.0936
3	55	2013-12-01/06:40:00	6	0.2712
3	55	2013-12-01/09:50:00	9	0.7246
3	55	2013-12-01/11:00:00	11	0.4317
3	55	2013-12-01/13:40:00	13	0.2374
3	55	2013-12-01/15:30:00	15	2.1036
3	55	2013-12-01/16:00:00	16	2.2882
3	57	2013-12-01/13:50:00	13	0.1308
3	57	2013-12-01/14:20:00	14	0.2128
3	57	2013-12-01/17:20:00	17	0.1335
3	61	2013-12-01/05:30:00	5	0.4652
3	61	2013-12-01/08:40:00	8	2.3559
3	63	2013-12-01/01:10:00	1	0.0128
3	63	2013-12-01/08:00:00	8	0.0065
3	66	2013-12-01/02:50:00	2	0.4257
3	66	2013-12-01/04:00:00	4	1.0672
3	66	2013-12-01/07:50:00	7	0.0250
3	66	2013-12-01/11:50:00	11	0.0250
3	66	2013-12-01/14:50:00	14	0.7872
3	86	2013-11-30/18:20:00	18	0.0264
3	86	2013-12-01/03:00:00	3	0.1080
3	86	2013-12-01/04:40:00	4	0.8227
3	86	2013-12-01/05:00:00	5	1.2843
3	86	2013-12-01/06:10:00	6	0.1272
3	86	2013-12-01/07:00:00	7	0.0493
3	86	2013-12-01/08:00:00	8	2.9263
3	86	2013-12-01/10:40:00	10	0.0229
3	86	2013-12-01/12:40:00	12	0.0229
3	91	2013-12-01/04:30:00	4	0.9376
3	91	2013-12-01/05:10:00	5	3.2478
3	91	2013-12-01/06:40:00	6	1.8851
3	91	2013-12-01/07:00:00	7	0.4000
3	91	2013-12-01/08:00:00	8	1.0142
3	91	2013-12-01/09:40:00	9	1.6375
3	91	2013-12-01/10:10:00	10	0.6740
3	91	2013-12-01/11:00:00	11	0.2374
3	91	2013-12-01/15:30:00	15	2.4072
3	91	2013-12-01/16:00:00	16	1.3400
3	92	2013-12-01/01:20:00	1	0.4199
3	92	2013-12-01/03:00:00	3	3.2304
3	92	2013-12-01/04:10:00	4	4.8420
3	92	2013-12-01/05:00:00	5	3.4161
3	92	2013-12-01/06:50:00	6	1.0250
3	92	2013-12-01/07:10:00	7	0.8884
3	92	2013-12-01/08:00:00	8	2.9484
3	92	2013-12-01/09:00:00	9	3.2642
3	92	2013-12-01/10:00:00	10	0.5245
3	92	2013-12-01/11:00:00	11	0.7605
3	92	2013-12-01/15:50:00	15	0.0064
3	94	2013-11-30/21:10:00	21	0.1686
3	94	2013-11-30/22:20:00	22	0.1686
3	94	2013-11-30/23:10:00	23	0.3372
3	94	2013-12-01/01:50:00	1	0.1686
3	94	2013-12-01/02:10:00	2	0.1728
3	94	2013-12-01/05:10:00	5	0.3414
3	94	2013-12-01/06:40:00	6	0.0084
3	94	2013-12-01/07:20:00	7	0.0580
3	94	2013-12-01/08:40:00	8	0.1686
3	94	2013-12-01/09:00:00	9	0.5058
3	94	2013-12-01/10:20:00	10	1.0051
3	94	2013-12-01/11:30:00	11	0.6740
3	94	2013-12-01/14:40:00	14	0.2200
3	94	2013-12-01/17:30:00	17	0.3368
3	212	2013-11-30/18:50:00	18	0.6128
3	212	2013-12-01/04:00:00	4	3.6380
3	212	2013-12-01/05:20:00	5	4.8974
3	212	2013-12-01/06:00:00	6	10.6447
3	212	2013-12-01/07:00:00	7	3.3245
3	212	2013-12-01/08:00:00	8	2.5531
3	212	2013-12-01/09:10:00	9	8.6783
3	212	2013-12-01/10:30:00	10	0.8707
3	212	2013-12-01/11:30:00	11	0.6336
3	212	2013-12-01/12:00:00	12	5.1780
3	212	2013-12-01/13:20:00	13	3.4497
3	212	2013-12-01/14:30:00	14	0.3083
3	212	2013-12-01/15:00:00	15	4.2525
3	212	2013-12-01/16:10:00	16	5.9985
3	212	2013-12-01/17:00:00	17	1.7620
3	213	2013-12-01/06:50:00	6	1.1989
3	213	2013-12-01/13:40:00	13	1.1989
3	216	2013-12-01/04:30:00	4	2.1036
3	216	2013-12-01/05:20:00	5	2.4515
3	216	2013-12-01/06:30:00	6	1.4631
3	216	2013-12-01/10:00:00	10	1.6382
3	216	2013-12-01/11:50:00	11	0.2067
3	216	2013-12-01/12:10:00	12	0.6505
3	216	2013-12-01/13:40:00	13	3.7756
3	221	2013-11-30/18:10:00	18	0.0014
3	221	2013-12-01/05:30:00	5	0.6812
3	221	2013-12-01/06:00:00	6	2.0813
3	221	2013-12-01/07:00:00	7	0.0703
3	221	2013-12-01/08:50:00	8	0.4438
3	221	2013-12-01/10:10:00	10	0.1383
3	221	2013-12-01/11:30:00	11	1.4007
3	221	2013-12-01/12:10:00	12	0.2374
3	221	2013-12-01/13:40:00	13	0.7246
3	221	2013-12-01/14:10:00	14	3.4179
3	221	2013-12-01/15:00:00	15	1.5127
3	221	2013-12-01/16:10:00	16	3.3812
3	226	2013-12-01/02:40:00	2	0.9584
3	226	2013-12-01/04:20:00	4	0.2374
3	226	2013-12-01/10:40:00	10	0.2512
3	226	2013-12-01/11:40:00	11	0.2512
3	226	2013-12-01/13:40:00	13	0.2512
3	226	2013-12-01/15:20:00	15	0.2512
3	233	2013-12-01/13:40:00	13	0.0014
3	233	2013-12-01/14:50:00	14	0.0360
3	233	2013-12-01/15:00:00	15	0.0360
3	233	2013-12-01/17:50:00	17	0.0014
3	234	2013-12-01/03:10:00	3	0.3255
3	234	2013-12-01/05:10:00	5	1.3121
3	234	2013-12-01/07:20:00	7	1.7215
3	234	2013-12-01/12:00:00	12	1.4563
3	234	2013-12-01/14:50:00	14	0.3255
3	234	2013-12-01/15:20:00	15	1.3121
3	248	2013-12-01/04:10:00	4	1.5687
3	256	2013-12-01/10:30:00	10	0.2512
3	351	2013-11-30/18:10:00	18	0.2286
3	352	2013-12-01/05:30:00	5	0.1629
3	352	2013-12-01/07:30:00	7	1.2432
3	353	2013-12-01/12:10:00	12	2.1036
3	353	2013-12-01/13:30:00	13	0.1581
3	355	2013-12-01/02:00:00	2	1.5259
3	355	2013-12-01/03:00:00	3	2.1760
3	355	2013-12-01/04:10:00	4	8.1219
3	355	2013-12-01/05:00:00	5	3.8859
3	355	2013-12-01/06:00:00	6	3.1555
3	355	2013-12-01/07:10:00	7	1.4271
3	355	2013-12-01/08:00:00	8	4.8370
3	355	2013-12-01/09:00:00	9	1.7381
3	355	2013-12-01/10:50:00	10	0.3455
3	355	2013-12-01/11:00:00	11	3.4781
3	355	2013-12-01/12:00:00	12	7.5863
3	355	2013-12-01/13:00:00	13	11.1145
3	355	2013-12-01/14:00:00	14	4.5682
3	355	2013-12-01/15:40:00	15	0.1308
3	355	2013-12-01/16:20:00	16	2.8115
3	356	2013-12-01/11:10:00	11	1.0915
3	357	2013-12-01/04:50:00	4	0.4438
3	357	2013-12-01/05:20:00	5	0.8876
3	358	2013-12-01/02:30:00	2	0.0461
3	358	2013-12-01/08:40:00	8	0.9348
3	358	2013-12-01/16:20:00	16	1.4074
3	359	2013-12-01/05:40:00	5	0.0407
3	359	2013-12-01/11:00:00	11	0.0407
3	359	2013-12-01/12:30:00	12	0.0084
3	359	2013-12-01/13:30:00	13	0.0407
3	359	2013-12-01/14:10:00	14	0.5911
3	370	2013-12-01/08:10:00	8	0.1910
3	371	2013-12-01/04:10:00	4	1.3335
3	373	2013-11-30/18:30:00	18	1.3400
3	373	2013-12-01/02:30:00	2	2.4940
3	373	2013-12-01/03:00:00	3	4.2232
3	373	2013-12-01/04:40:00	4	1.0774
3	373	2013-12-01/05:10:00	5	3.7116
3	373	2013-12-01/06:10:00	6	0.1488
3	373	2013-12-01/07:10:00	7	3.4177
3	373	2013-12-01/08:20:00	8	0.6365
3	373	2013-12-01/09:20:00	9	0.9636
3	373	2013-12-01/10:00:00	10	5.0519
3	373	2013-12-01/11:30:00	11	3.0905
3	373	2013-12-01/12:00:00	12	7.3686
3	373	2013-12-01/13:00:00	13	5.8463
3	373	2013-12-01/14:30:00	14	2.1072
3	373	2013-12-01/15:00:00	15	1.1441
3	375	2013-12-01/08:50:00	8	0.0084
3	377	2013-12-01/04:00:00	4	0.1538
3	377	2013-12-01/06:20:00	6	0.8251
3	377	2013-12-01/07:00:00	7	0.5994
3	377	2013-12-01/09:20:00	9	0.2997
3	377	2013-12-01/12:00:00	12	2.1036
3	377	2013-12-01/15:40:00	15	2.1036
3	380	2013-11-30/21:20:00	21	1.2628
3	380	2013-12-01/01:00:00	1	3.7378
3	380	2013-12-01/02:00:00	2	5.0258
3	380	2013-12-01/03:00:00	3	18.2915
3	380	2013-12-01/04:00:00	4	16.7207
3	380	2013-12-01/05:00:00	5	5.9448
3	380	2013-12-01/06:00:00	6	8.4847
3	380	2013-12-01/07:00:00	7	20.2252
3	380	2013-12-01/08:10:00	8	9.3134
3	380	2013-12-01/09:00:00	9	11.2219
3	380	2013-12-01/10:10:00	10	20.7075
3	380	2013-12-01/11:00:00	11	12.5477
3	380	2013-12-01/12:00:00	12	10.5108
3	380	2013-12-01/13:00:00	13	18.9342
3	380	2013-12-01/14:00:00	14	5.4947
3	380	2013-12-01/15:00:00	15	0.3219
3	381	2013-12-01/04:40:00	4	0.7043
3	381	2013-12-01/07:20:00	7	1.0575
3	381	2013-12-01/08:50:00	8	1.0575
3	381	2013-12-01/09:40:00	9	0.2099
3	381	2013-12-01/12:30:00	12	1.3554
3	381	2013-12-01/13:20:00	13	0.0264
3	381	2013-12-01/15:40:00	15	0.3822
3	381	2013-12-01/16:20:00	16	3.1725
3	385	2013-12-01/03:10:00	3	0.0395
3	385	2013-12-01/04:30:00	4	0.5970
3	385	2013-12-01/05:20:00	5	0.0753
3	385	2013-12-01/06:40:00	6	0.6128
3	385	2013-12-01/07:20:00	7	4.1805
3	385	2013-12-01/08:00:00	8	2.2160
3	385	2013-12-01/09:00:00	9	2.4037
3	385	2013-12-01/11:00:00	11	2.7675
3	385	2013-12-01/13:00:00	13	0.0223
3	385	2013-12-01/15:10:00	15	0.3211
3	385	2013-12-01/17:00:00	17	0.4257
3	386	2013-12-01/02:50:00	2	0.0184
3	386	2013-12-01/04:00:00	4	0.0235
3	386	2013-12-01/05:00:00	5	3.2524
3	386	2013-12-01/06:40:00	6	0.2374
3	386	2013-12-01/09:40:00	9	2.9669
3	386	2013-12-01/10:50:00	10	1.2353
3	386	2013-12-01/11:10:00	11	2.4088
3	386	2013-12-01/12:50:00	12	0.0056
3	386	2013-12-01/14:00:00	14	1.7822
3	386	2013-12-01/15:30:00	15	0.1581
3	387	2013-12-01/01:30:00	1	0.9636
3	387	2013-12-01/03:40:00	3	0.0360
3	387	2013-12-01/04:00:00	4	0.6776
3	387	2013-12-01/05:20:00	5	1.8082
3	387	2013-12-01/06:10:00	6	0.4257
3	387	2013-12-01/07:40:00	7	0.0250
3	387	2013-12-01/10:10:00	10	1.7238
3	387	2013-12-01/11:20:00	11	2.1367
3	387	2013-12-01/12:40:00	12	0.0250
3	389	2013-12-01/03:10:00	3	2.6959
3	389	2013-12-01/04:10:00	4	2.4928
3	389	2013-12-01/05:10:00	5	2.1738
3	389	2013-12-01/06:00:00	6	1.9630
3	389	2013-12-01/07:00:00	7	0.3746
3	389	2013-12-01/08:00:00	8	2.2629
3	389	2013-12-01/09:20:00	9	0.1899
3	389	2013-12-01/10:10:00	10	1.2770
3	389	2013-12-01/15:10:00	15	1.9196
3	389	2013-12-01/16:30:00	16	0.3756
3	420	2013-11-30/18:10:00	18	0.0733
3	420	2013-12-01/02:00:00	2	0.1341
3	420	2013-12-01/03:20:00	3	1.1220
3	420	2013-12-01/04:00:00	4	1.2384
3	420	2013-12-01/05:00:00	5	0.1586
3	420	2013-12-01/06:00:00	6	0.8841
3	420	2013-12-01/08:20:00	8	2.1891
3	420	2013-12-01/09:20:00	9	0.3730
3	420	2013-12-01/10:00:00	10	3.6020
3	420	2013-12-01/11:00:00	11	0.0068
3	420	2013-12-01/12:00:00	12	0.0001
3	420	2013-12-01/13:10:00	13	0.1744
3	420	2013-12-01/14:00:00	14	0.4116
3	420	2013-12-01/15:00:00	15	1.0259
3	420	2013-12-01/17:00:00	17	0.0580
3	421	2013-12-01/03:40:00	3	0.1622
3	421	2013-12-01/04:10:00	4	2.0338
3	421	2013-12-01/05:00:00	5	1.6571
3	421	2013-12-01/06:40:00	6	0.0050
3	421	2013-12-01/07:00:00	7	2.5485
3	421	2013-12-01/08:10:00	8	2.7172
3	421	2013-12-01/09:20:00	9	1.7573
3	421	2013-12-01/10:50:00	10	1.2962
3	421	2013-12-01/11:10:00	11	2.8771
3	421	2013-12-01/12:00:00	12	1.1147
3	421	2013-12-01/13:20:00	13	1.9068
3	421	2013-12-01/14:30:00	14	0.0146
3	421	2013-12-01/15:10:00	15	1.6816
3	423	2013-12-01/11:10:00	11	1.2903
3	591	2013-12-01/07:20:00	7	1.6094
3	591	2013-12-01/14:10:00	14	2.2882
3	591	2013-12-01/15:00:00	15	0.4828
3	593	2013-12-01/01:20:00	1	0.0461
3	593	2013-12-01/03:20:00	3	1.1473
3	593	2013-12-01/04:20:00	4	0.9394
3	593	2013-12-01/06:00:00	6	2.3783
3	593	2013-12-01/07:40:00	7	2.8852
3	593	2013-12-01/08:10:00	8	1.6170
3	593	2013-12-01/10:00:00	10	3.4014
3	593	2013-12-01/11:10:00	11	1.4091
3	593	2013-12-01/12:00:00	12	1.7007
3	593	2013-12-01/13:20:00	13	1.4022
3	593	2013-12-01/15:00:00	15	2.8640
3	880	2013-11-30/23:00:00	23	0.0068
3	880	2013-12-01/01:10:00	1	2.8813
3	880	2013-12-01/02:00:00	2	1.4055
3	880	2013-12-01/03:20:00	3	1.3713
3	880	2013-12-01/04:00:00	4	4.1030
3	880	2013-12-01/05:00:00	5	6.0358
3	880	2013-12-01/06:00:00	6	6.5578
3	880	2013-12-01/07:00:00	7	0.9197
3	880	2013-12-01/08:00:00	8	2.9775
3	880	2013-12-01/09:10:00	9	6.3602
3	880	2013-12-01/10:00:00	10	4.1967
3	880	2013-12-01/11:10:00	11	3.6121
3	880	2013-12-01/12:20:00	12	1.5988
3	880	2013-12-01/13:30:00	13	0.3731
3	880	2013-12-01/14:20:00	14	0.1538
3	972	2013-12-01/11:30:00	11	0.8577
3	972	2013-12-01/15:10:00	15	2.1150
3	972	2013-12-01/16:30:00	16	0.2099
3	995	2013-12-01/03:50:00	3	0.0347
3	1829	2013-12-01/07:40:00	7	0.7317
3	18092	2013-12-01/14:10:00	14	0.5372
3	18093	2013-12-01/16:10:00	16	0.7317
3	18096	2013-12-01/10:20:00	10	0.0084
3	18099	2013-12-01/07:50:00	7	1.0535
3	18099	2013-12-01/14:10:00	14	0.5372
4	0	2013-11-30/18:00:00	18	5.1311
4	0	2013-11-30/19:30:00	19	1.2731
4	0	2013-11-30/20:20:00	20	5.5084
4	0	2013-11-30/21:00:00	21	9.4913
4	0	2013-11-30/22:00:00	22	0.2039
